# h00,h01,h02,h10,h11,h12,h20,h21,h22
1.882312074303627014e-02,5.116668343544006348e-02,-3.441872075200080872e-03,-1.701753004454076290e-03,-1.982965134084224701e-02,3.971050679683685303e-02,4.727090150117874146e-02,-3.191143646836280823e-02,-3.259668499231338501e-02
-2.144989557564258575e-03,-5.209423135966062546e-03,-2.805604413151741028e-02,-2.537299180403351784e-03,4.982108250260353088e-02,-2.112164348363876343e-02,-2.961892820894718170e-02,-5.395971238613128662e-02,-1.823637075722217560e-02
4.887010529637336731e-02,-1.618013717234134674e-02,2.358485385775566101e-02,2.584493160247802734e-02,4.980113357305526733e-02,-4.666921868920326233e-02,1.075737085193395615e-02,1.130745559930801392e-02,3.080923808738589287e-03
2.323647215962409973e-02,1.388597767800092697e-02,-3.514726832509040833e-02,1.034621428698301315e-02,-3.853338421322405338e-04,3.585518896579742432e-02,2.214644663035869598e-02,1.843936927616596222e-02,-6.201057229191064835e-03
-2.216350287199020386e-02,1.778746955096721649e-03,-3.841863712295889854e-03,-1.251151319593191147e-03,3.328152000904083252e-02,4.324651323258876801e-03,-1.427291147410869598e-02,-4.291388019919395447e-02,-1.827936153858900070e-03
5.903674289584159851e-03,-4.647937789559364319e-02,2.895137667655944824e-02,1.267927139997482300e-02,2.607775479555130005e-02,-5.916729941964149475e-02,-2.971642278134822845e-02,-8.338372223079204559e-03,-4.192938283085823059e-02
-2.193111628293991089e-01,-4.816997423768043518e-02,8.801184594631195068e-02,-1.693799793720245361e-01,2.721423655748367310e-02,1.689880043268203735e-01,-8.724111318588256836e-02,2.294235303997993469e-02,1.139211282134056091e-01
6.732847075909376144e-03,-3.232193738222122192e-02,-8.159406483173370361e-03,3.410037234425544739e-02,1.830465509556233883e-03,2.557296119630336761e-02,2.859347499907016754e-02,5.982745438814163208e-03,4.492557607591152191e-03
4.447903856635093689e-02,-1.131188496947288513e-02,2.344006672501564026e-02,3.629212500527501106e-03,1.967610046267509460e-02,-3.222652524709701538e-02,1.107455603778362274e-02,-4.023299738764762878e-02,3.126203315332531929e-03
-1.907837665626743728e-09,-1.709823393980514084e-09,-8.773613502377486384e-10,-3.998050335241032371e-09,-2.863935089081337537e-09,-5.759639432056928854e-09,-8.264554374193266995e-09,-3.184325469973714462e-09,-3.361720346539698312e-10
3.038514114450663328e-04,5.845259875059127808e-02,-7.664897944778203964e-03,1.904479786753654480e-02,-2.601897716522216797e-02,1.838062889873981476e-02,3.692669793963432312e-03,1.812634430825710297e-02,-2.935814857482910156e-02
-1.271699462085962296e-02,2.377473749220371246e-03,-1.995448768138885498e-02,-1.012597791850566864e-02,-4.548850702121853828e-04,2.528186142444610596e-02,8.901299908757209778e-03,1.042751409113407135e-02,3.833127021789550781e-02
2.748938463628292084e-02,3.865317627787590027e-02,1.727492175996303558e-02,3.842426463961601257e-02,-5.540010705590248108e-02,2.043066779151558876e-03,6.137350201606750488e-02,2.752837352454662323e-02,-2.064317278563976288e-02
2.560769915580749512e-01,1.179338097572326660e-01,7.169365417212247849e-03,2.045536786317825317e-01,-9.279034286737442017e-02,-1.911468803882598877e-01,1.273179501295089722e-01,-1.563305556774139404e-01,-2.066964060068130493e-01
1.881318539381027222e-02,1.084037870168685913e-02,1.370915118604898453e-02,2.700735069811344147e-02,-5.802849680185317993e-02,2.103187516331672668e-02,5.038432404398918152e-02,2.136653847992420197e-02,6.336290389299392700e-03
-5.161733366549015045e-03,-3.693379228934645653e-03,-6.744084414094686508e-03,-2.540395595133304596e-03,-1.662476174533367157e-02,-1.649964600801467896e-02,-5.338934250175952911e-03,-7.177302148193120956e-03,9.433289058506488800e-03
3.237891569733619690e-02,2.072685398161411285e-03,4.750794544816017151e-02,3.164518252015113831e-02,-1.371264923363924026e-02,1.348684448748826981e-02,-5.354530643671751022e-03,3.685882082208991051e-03,-1.092318445444107056e-02
2.258402667939662933e-02,8.657735772430896759e-03,1.579871587455272675e-02,1.029693242162466049e-02,2.754914341494441032e-03,2.668018266558647156e-02,3.193169459700584412e-02,-3.885377570986747742e-02,3.312550252303481102e-03
6.564409285783767700e-02,-5.709263961762189865e-03,-1.432916382327675819e-03,-1.963094808161258698e-02,-3.791809082031250000e-02,1.207190100103616714e-02,-1.165005727671086788e-03,-2.488452009856700897e-02,3.260793536901473999e-02
-2.594520803540945053e-03,-1.059331279247999191e-02,2.190119773149490356e-02,-5.597807094454765320e-02,-7.117962837219238281e-02,-2.006640098989009857e-02,-4.185826703906059265e-02,5.935446359217166901e-03,4.655939713120460510e-02
-3.915298730134963989e-02,7.084348471835255623e-04,-2.717999182641506195e-02,7.645491510629653931e-03,-7.312922389246523380e-04,-1.396822929382324219e-02,-5.313797388225793839e-03,1.797280833125114441e-02,-1.079406682401895523e-02
1.009029708802700043e-02,-1.744457334280014038e-02,-2.108176611363887787e-02,-5.132244434207677841e-03,-2.263121423311531544e-04,2.183267287909984589e-02,-2.449395135045051575e-03,-9.768620133399963379e-03,4.948727041482925415e-02
1.922856271266937256e-02,-2.138241939246654510e-02,-4.274683073163032532e-02,5.832594819366931915e-03,-7.541535887867212296e-04,-6.088777910917997360e-03,-1.211940869688987732e-02,-6.990176159888505936e-03,-1.445142272859811783e-02
-4.359385930001735687e-03,-1.524236798286437988e-02,-2.016145177185535431e-02,-1.049739960581064224e-02,-5.531946569681167603e-02,-5.747676268219947815e-02,-2.031554654240608215e-02,-5.545691773295402527e-02,-3.111527487635612488e-02
-2.534614689648151398e-02,-2.548169158399105072e-02,-3.198666498064994812e-02,-1.294293347746133804e-02,2.061120234429836273e-02,-6.086697429418563843e-02,-1.364000886678695679e-02,-1.133737433701753616e-02,3.074938803911209106e-02
4.547833465039730072e-03,-5.679761990904808044e-03,2.690223045647144318e-02,1.367180421948432922e-02,1.664195396006107330e-02,4.479754716157913208e-02,3.862896235659718513e-03,-1.378540229052305222e-02,-2.161139994859695435e-02
-3.365414589643478394e-02,-3.177600353956222534e-02,3.350457921624183655e-02,-4.357887804508209229e-02,-3.830190747976303101e-02,1.120233722031116486e-02,2.653558971360325813e-03,-4.006720706820487976e-02,-3.349837148562073708e-03
-9.813289736371189065e-09,2.880921634584865387e-08,5.776661637924007664e-08,-6.155413245778618148e-08,-3.169387952084434801e-08,-4.864729508113896372e-09,-9.856978522293502465e-08,-9.923127919364560512e-08,-5.170595684944601089e-08
1.270232442766427994e-02,-7.225913461297750473e-03,-1.401085220277309418e-02,-1.172928605228662491e-02,-2.270488627254962921e-02,-3.602262120693922043e-03,-4.080175235867500305e-02,-6.152117624878883362e-02,-1.629643701016902924e-02
-2.785638830715697623e-09,-1.875616550961467510e-09,-6.197300450594411814e-09,9.653772004014626873e-09,-1.169156882419031263e-09,-3.001361381649303439e-09,8.501245041259153368e-09,7.358255116329814882e-10,2.519519037846862375e-09
-3.704724460840225220e-02,-9.788936376571655273e-02,-3.171882405877113342e-02,-2.384610325098037720e-01,-1.108124405145645142e-01,1.557554751634597778e-01,-1.801694482564926147e-01,-5.851095542311668396e-02,1.179572492837905884e-01
2.308303304016590118e-02,6.352127343416213989e-02,1.039426922798156738e-01,-5.171511322259902954e-02,-8.319469541311264038e-02,3.492531180381774902e-02,-2.374063624301925302e-04,-6.007801368832588196e-02,5.696934089064598083e-02
-9.104551779159919533e-09,8.324872041720610127e-11,1.047485653771218495e-08,-2.726996051194419124e-08,-1.577651786988099047e-08,3.811610749249183527e-10,-4.629751160223349871e-08,-3.519253155559454171e-08,-1.542227145989727433e-08
-4.462840035557746887e-03,-2.788048982620239258e-02,-6.611004471778869629e-03,-7.336809765547513962e-03,9.631280787289142609e-03,-1.098902081139385700e-03,-1.604351215064525604e-02,2.990981750190258026e-02,3.002992272377014160e-02
5.754785803446793579e-08,-1.807899607797480712e-08,4.189687174971368222e-08,-1.170164409813878592e-07,-2.523473767723771743e-07,-1.361442087954856106e-07,-2.117724307026946917e-07,-3.142985463000513846e-07,-1.819819459569771425e-07
2.981073223054409027e-02,2.345823915675282478e-03,9.622370824217796326e-03,2.037054300308227539e-02,1.960632950067520142e-02,3.208463266491889954e-02,2.180730365216732025e-02,-5.907456506974995136e-04,-7.799203507602214813e-03
-7.427955511957406998e-03,1.281531341373920441e-02,2.405224554240703583e-02,-1.889981515705585480e-02,-3.935283794999122620e-02,2.174031175673007965e-02,-3.346039156895130873e-04,-1.003383658826351166e-03,5.124092567712068558e-03
6.580222863703966141e-03,-1.494446210563182831e-02,-5.935387220233678818e-03,-4.093110188841819763e-02,-3.792931511998176575e-02,-2.711997926235198975e-02,-3.282703983131796122e-04,9.631769731640815735e-03,-6.990511436015367508e-03
-1.518171984571381472e-06,-2.309624733243254013e-06,-2.141468939953483641e-06,-3.880074928019894287e-07,-9.400187082064803690e-07,-1.004480395749851596e-06,-1.210434419363082270e-08,-2.913846515184559394e-07,-1.488294429918823880e-07
1.221241522580385208e-02,8.337831124663352966e-03,2.570403041318058968e-03,1.480242237448692322e-02,-2.400496974587440491e-02,-2.156527154147624969e-02,5.580155551433563232e-02,2.179774269461631775e-02,2.215425111353397369e-02
-4.945318773388862610e-02,-1.141154989600181580e-01,2.024230733513832092e-02,-2.056313604116439819e-01,-4.007907211780548096e-01,-1.975634843111038208e-01,8.121060580015182495e-02,7.485424727201461792e-02,-1.356423050165176392e-01
-3.230587812140583992e-03,1.142030581831932068e-02,-1.820811443030834198e-02,2.085405401885509491e-02,3.591747488826513290e-03,-3.232349827885627747e-02,5.794148892164230347e-02,3.056982904672622681e-02,-1.196555141359567642e-02
-2.093313448131084442e-02,-3.025010041892528534e-02,-2.243703417479991913e-02,-2.689713845029473305e-03,-9.715032763779163361e-03,-1.168622821569442749e-02,-1.906495890580117702e-03,-1.036455621942877769e-03,6.668859277851879597e-04
-5.034610629081726074e-03,-2.002995088696479797e-02,-1.846316270530223846e-03,-1.211952511221170425e-02,-1.379957050085067749e-02,7.766078226268291473e-03,-3.523837774991989136e-02,-3.086672164499759674e-02,-6.102568004280328751e-04
4.771763831377029419e-02,2.174572460353374481e-02,-2.423138543963432312e-02,3.125340491533279419e-02,-6.361878011375665665e-03,-3.662407025694847107e-02,3.694709157571196556e-03,-9.856928139925003052e-03,1.339875813573598862e-02
1.902634743601083755e-03,3.535580122843384743e-03,-3.114346601068973541e-02,2.216078713536262512e-02,1.655178610235452652e-03,-4.119536653161048889e-02,1.536308135837316513e-02,1.669932529330253601e-02,3.232469782233238220e-03
-1.306461263447999954e-02,-4.396412894129753113e-02,-4.715004190802574158e-02,4.985377192497253418e-03,-3.328953683376312256e-02,-2.545306272804737091e-02,3.721322119235992432e-02,3.075509890913963318e-02,9.193956851959228516e-03
-2.784129232168197632e-03,-1.856262795627117157e-02,-1.706728339195251465e-02,-1.856124773621559143e-02,-3.274695202708244324e-02,-7.510003168135881424e-03,1.319284318014979362e-03,-1.279202196747064590e-02,2.283033542335033417e-02
-1.693253591656684875e-02,4.761015623807907104e-02,-6.856276094913482666e-02,3.498794883489608765e-02,3.220001235604286194e-02,-2.209029942750930786e-01,-1.119383946061134338e-01,-2.237706482410430908e-01,-2.799690067768096924e-01
2.053614007309079170e-03,8.984016254544258118e-03,2.236288227140903473e-02,7.095478940755128860e-03,3.454174846410751343e-02,-3.229721682146191597e-03,-2.903495170176029205e-02,-2.393225207924842834e-02,-7.308503612875938416e-03
2.713021263480186462e-02,2.938592620193958282e-02,2.324275672435760498e-02,3.337927162647247314e-02,-1.867051422595977783e-02,-6.191374734044075012e-03,3.368097543716430664e-02,2.090630866587162018e-02,2.159739471971988678e-02
1.622989773750305176e-03,1.540546491742134094e-02,3.065688302740454674e-03,-2.395762689411640167e-02,-3.408813104033470154e-02,9.183166548609733582e-03,-5.969843827188014984e-03,-5.025781318545341492e-02,1.535430829972028732e-02
2.009737491607666016e-02,-8.981320075690746307e-03,4.726638272404670715e-02,-2.063347399234771729e-02,-1.015041619539260864e-01,3.168027102947235107e-02,-1.344813872128725052e-02,-5.455202609300613403e-02,5.027990415692329407e-02
-1.535055786371231079e-01,-1.388431191444396973e-01,-8.730364590883255005e-02,-5.524922907352447510e-02,1.781837083399295807e-02,2.193457446992397308e-02,1.064080595970153809e-01,1.573828309774398804e-01,1.051440536975860596e-01
8.090776973403990269e-04,5.562952719628810883e-03,2.441607648506760597e-03,4.147556051611900330e-02,3.635862842202186584e-02,2.806037105619907379e-02,-2.204494364559650421e-02,-2.461639046669006348e-02,-8.054217323660850525e-03
-6.656546145677566528e-03,-6.417762488126754761e-03,1.842276565730571747e-02,1.138695981353521347e-02,-3.976832330226898193e-02,7.006031461060047150e-03,2.123654447495937347e-02,9.964731521904468536e-03,1.995634287595748901e-02
-1.634457893669605255e-02,2.823339402675628662e-02,1.922647655010223389e-02,-8.029594086110591888e-03,6.218370795249938965e-02,2.966004051268100739e-02,-9.337515383958816528e-02,-1.383524686098098755e-01,-8.007872849702835083e-02
7.672723382711410522e-02,4.575446248054504395e-02,8.439619839191436768e-02,-2.751518227159976959e-02,-1.514729708433151245e-01,1.444533234462141991e-03,-6.176620721817016602e-02,-1.676668822765350342e-01,-2.203566022217273712e-02
1.118108723312616348e-02,-4.268790781497955322e-02,4.082389548420906067e-02,-1.336145796813070774e-03,-5.434126034379005432e-02,3.552864119410514832e-02,1.848312281072139740e-02,-6.803866941481828690e-03,6.778774410486221313e-02
-1.712480746209621429e-02,-2.791247144341468811e-02,-2.674032747745513916e-02,-7.212547934614121914e-04,5.466203205287456512e-03,-2.948978915810585022e-03,1.705281436443328857e-02,6.049491465091705322e-03,-1.560400240123271942e-03
-6.547563523054122925e-02,-3.168318048119544983e-02,-8.088661357760429382e-03,-2.790744230151176453e-02,2.285899221897125244e-02,2.062338031828403473e-02,4.147208109498023987e-02,6.140499934554100037e-02,6.951168924570083618e-02
-5.692887494745946242e-09,2.632100648547464061e-10,6.870247926116235249e-09,-1.979778829763745307e-08,-1.275615790774509151e-08,-2.618345762428475609e-09,-2.398330600783538102e-08,-2.190865977524936170e-08,-1.631045876138159656e-08
2.798556350171566010e-02,2.144198119640350342e-02,1.001942995935678482e-02,6.922186352312564850e-03,-5.142265185713768005e-02,-3.736355155706405640e-02,-1.703823357820510864e-02,-8.115484565496444702e-02,-6.549845635890960693e-02
1.185970099903954633e-09,2.463749204650866886e-10,-1.647210368105334055e-09,-1.043245267950965172e-09,1.200411992030581132e-09,-8.437819887241460037e-10,5.685306003755385973e-09,4.302362910379997629e-09,1.696846108067973091e-09
1.221759989857673645e-02,3.235616162419319153e-02,2.473758906126022339e-02,-3.243947029113769531e-02,-2.256600745022296906e-02,2.579523436725139618e-02,1.000640355050563812e-02,-2.120875008404254913e-02,-3.191529214382171631e-02
1.616741903126239777e-02,-2.766588702797889709e-02,-5.032852292060852051e-03,4.580321256071329117e-03,-6.099046021699905396e-02,-2.926729153841733932e-03,-3.235072642564773560e-02,-2.239752933382987976e-02,4.243572801351547241e-02
3.859915584325790405e-02,9.449443779885768890e-03,4.187653958797454834e-02,-3.439072053879499435e-03,-3.809726098552346230e-03,1.063355989754199982e-02,2.178514376282691956e-02,4.847045987844467163e-02,-1.991866528987884521e-02
4.318603314459323883e-03,-3.703139722347259521e-02,-3.478187322616577148e-02,-1.362888701260089874e-02,-5.035789683461189270e-03,-6.561756163137033582e-05,3.082139976322650909e-02,8.818245492875576019e-03,8.743352256715297699e-03
-4.101425409317016602e-02,1.264720223844051361e-02,-3.038847353309392929e-03,2.477925643324851990e-02,4.699540138244628906e-02,3.001625463366508484e-02,-2.045730128884315491e-02,4.013430792838335037e-03,3.950694948434829712e-02
4.906206857413053513e-03,-3.219082718715071678e-04,2.122894627973437309e-03,5.141624715179204941e-03,-4.080055747181177139e-03,-1.853908598423004150e-02,-7.619344163686037064e-03,3.406991437077522278e-02,-8.294137194752693176e-03
8.381266891956329346e-02,4.838143289089202881e-02,8.459668606519699097e-02,9.818434715270996094e-03,-9.390430897474288940e-02,2.151266671717166901e-02,3.354961285367608070e-03,-1.118241921067237854e-01,-7.258414756506681442e-03
2.055820263922214508e-02,-9.741763584315776825e-03,-3.025969676673412323e-02,-2.431046916171908379e-03,-2.373206056654453278e-02,-2.316371351480484009e-02,1.612246595323085785e-02,3.296746313571929932e-02,1.723347418010234833e-02
-2.615471929311752319e-02,1.983017474412918091e-02,5.760532338172197342e-03,2.132316585630178452e-03,2.693185582756996155e-02,-2.770573459565639496e-02,3.546563908457756042e-03,1.131818443536758423e-02,2.282480476424098015e-03
-3.545433280294219003e-09,-2.451680192194771735e-09,-5.396329161300172927e-09,7.046781824726622290e-09,-1.486771150638332983e-09,-3.089400069100634028e-09,2.602593418554732807e-10,1.014797135212575085e-09,-7.959762293729966132e-10
1.409816090017557144e-02,-3.052496910095214844e-02,1.021839398890733719e-02,-4.415894672274589539e-02,-7.317134737968444824e-02,2.514091320335865021e-02,2.246856689453125000e-02,4.998287931084632874e-02,-2.954620867967605591e-02
-1.006867643445730209e-02,-5.231285467743873596e-02,1.486897375434637070e-02,-1.288245711475610733e-02,-2.620496042072772980e-02,3.634783998131752014e-02,-2.494873292744159698e-02,2.202509902417659760e-02,-9.464683011174201965e-03
2.076071128249168396e-02,1.258070394396781921e-02,-2.546299062669277191e-02,-3.504709899425506592e-02,-4.124118760228157043e-02,6.665073800832033157e-03,6.327398866415023804e-02,6.584156304597854614e-02,-1.025282498449087143e-02
-1.190628856420516968e-01,-1.534841656684875488e-01,-7.513231039047241211e-02,-5.054587870836257935e-02,-1.049108710139989853e-02,9.299908764660358429e-03,4.903502762317657471e-02,1.012226268649101257e-01,7.531493902206420898e-02
3.082988411188125610e-02,4.584113601595163345e-03,5.756183341145515442e-02,-1.562378834933042526e-03,-5.466680228710174561e-02,6.091957166790962219e-02,1.233781687915325165e-02,4.849237948656082153e-02,2.159684896469116211e-03
-3.014697693288326263e-03,-1.535540353506803513e-02,-2.720320783555507660e-02,-1.535705087007954717e-04,-2.512782812118530273e-03,-1.175128389149904251e-02,-4.290343262255191803e-03,-6.710668094456195831e-04,1.868776511400938034e-03
-1.907008513808250427e-02,-3.145970776677131653e-02,-1.709565334022045135e-02,1.822208054363727570e-02,1.599363982677459717e-02,-2.632533945143222809e-02,-2.931826375424861908e-02,1.496277470141649246e-02,-1.207891292870044708e-02
-2.885430492460727692e-02,-2.170583792030811310e-02,-1.821344345808029175e-02,-3.147164732217788696e-02,-3.087513335049152374e-02,2.083228528499603271e-02,2.433073334395885468e-02,-2.244457043707370758e-02,3.827921114861965179e-03
1.165264472365379333e-02,-6.067438516765832901e-03,7.311063236556947231e-04,-6.305725779384374619e-03,-3.792388364672660828e-02,-1.960479840636253357e-02,1.225575059652328491e-02,-3.187609836459159851e-02,-1.348468381911516190e-02
3.700388595461845398e-02,3.133666003122925758e-03,2.528081648051738739e-02,-4.475750029087066650e-03,-3.225867822766304016e-02,6.269342266023159027e-03,1.796453259885311127e-02,-1.451305299997329712e-02,-4.565201234072446823e-03
-8.441479876637458801e-03,-3.494547680020332336e-02,-8.424812927842140198e-03,9.187020361423492432e-03,-1.017698645591735840e-02,3.250042209401726723e-03,2.465346828103065491e-02,2.160251513123512268e-02,1.548228971660137177e-02
-2.771123498678207397e-02,1.833524182438850403e-02,-1.434771716594696045e-02,-1.737171038985252380e-02,1.371655054390430450e-02,-3.377066552639007568e-02,1.832228712737560272e-02,6.391155533492565155e-03,4.884187504649162292e-02
-4.863900598138570786e-03,-2.791976928710937500e-02,-5.378126353025436401e-02,7.088040933012962341e-03,-1.492129918187856674e-02,-4.018725454807281494e-02,3.270757198333740234e-02,4.481983557343482971e-02,1.080863084644079208e-02
-2.956641279160976410e-02,-9.614413604140281677e-03,-1.062589511275291443e-02,-3.369078412652015686e-02,-2.536039426922798157e-02,-1.767688547261059284e-03,-1.608386076986789703e-02,-1.553282886743545532e-02,-8.703507483005523682e-03
-2.567352540791034698e-02,1.578969694674015045e-02,9.069267543964087963e-04,1.045217551290988922e-02,4.761951044201850891e-02,-2.564252726733684540e-02,1.074442826211452484e-02,-1.228448376059532166e-02,4.774170368909835815e-02
-8.826599456369876862e-03,-1.904671452939510345e-02,-1.772298663854598999e-02,1.179812010377645493e-02,2.085645683109760284e-03,7.919457741081714630e-03,1.641881186515092850e-03,-2.067743428051471710e-02,1.612660475075244904e-02
-2.570838294923305511e-02,-1.214296557009220123e-02,-2.465758472681045532e-02,-1.831008493900299072e-02,1.336237601935863495e-02,8.701920509338378906e-03,-4.844400659203529358e-02,-6.481770426034927368e-02,-3.265181789174675941e-03
-7.407186863872539107e-09,-7.249507660844756174e-09,-8.432836096083917710e-10,-2.135599963537515578e-08,-2.384735431348872225e-08,-2.105008789499152044e-08,-4.170390255353595421e-08,-3.780004931286384817e-08,-3.971510054157079139e-08
-6.227909773588180542e-02,-7.454042136669158936e-02,-5.138050764799118042e-02,-5.676462128758430481e-02,-7.293173670768737793e-02,-7.174520939588546753e-02,-4.146394133567810059e-02,-8.081917464733123779e-02,-7.190395146608352661e-02
-2.530098797137725342e-09,3.847548946112056001e-09,8.227651338010844029e-10,-3.358878064574355449e-09,5.294837013281039617e-09,-1.166120200402076534e-09,5.599648522647271420e-10,-4.334423042706703200e-09,-2.990651060130744554e-09
-1.157288905233144760e-02,-1.162160374224185944e-02,1.905209943652153015e-02,-9.177406132221221924e-02,-5.438714474439620972e-02,4.386453703045845032e-02,-9.546649642288684845e-03,-1.995369233191013336e-02,2.574077248573303223e-02
2.373518422245979309e-02,-6.645867973566055298e-02,-2.105515077710151672e-02,-3.376192599534988403e-02,-1.394022405147552490e-01,-8.261294662952423096e-02,1.702812500298023224e-02,-7.504723966121673584e-02,-1.351044140756130219e-02
3.564102346587105785e-09,3.399009518290085907e-09,2.740502047515747108e-09,7.226729215048521837e-10,3.790789460111909648e-09,2.083356598348018451e-09,-9.986093063574230655e-10,-3.991667885117067271e-09,-8.321324962423659599e-09
3.631460946053266525e-03,-1.617279648780822754e-02,-1.495373062789440155e-02,1.165355555713176727e-02,4.395392257720232010e-03,-1.276147644966840744e-02,1.791031658649444580e-02,-1.098869089037179947e-02,-1.832984201610088348e-02
2.850588032288214890e-08,2.690172884456387692e-08,3.669806503125982999e-08,6.199503133075268124e-08,4.181932311553282489e-08,6.463100277187550091e-08,-1.520582881830989663e-09,-1.558511186772193469e-08,1.801347160323985008e-08
2.179201133549213409e-02,3.115974925458431244e-02,7.751306518912315369e-03,-4.739411175251007080e-03,-8.889095857739448547e-03,-4.285867325961589813e-03,2.781640505418181419e-03,9.922393597662448883e-03,-7.986680604517459869e-03
-1.349025685340166092e-02,1.333400513976812363e-02,4.341869056224822998e-02,-2.048903517425060272e-02,3.637927817180752754e-03,2.625675499439239502e-02,3.978254273533821106e-03,6.134981522336602211e-04,1.881360821425914764e-02
-8.305121213197708130e-03,8.004856645129621029e-04,-1.283949892967939377e-02,7.345838099718093872e-02,1.137750670313835144e-01,4.949924349784851074e-02,3.472423925995826721e-02,4.664067551493644714e-02,2.657105401158332825e-02
-1.854611355156521313e-06,-1.973365669982740656e-06,-2.018370423684245907e-06,-1.506994976807618514e-06,-1.645755219215061516e-06,-1.600730684003792703e-06,-1.167076334240846336e-06,-1.313333768848679028e-06,-1.348484715890663210e-06
-2.327725989744067192e-03,-1.595778577029705048e-02,5.006730929017066956e-02,-5.549613758921623230e-02,-5.569790024310350418e-03,8.366911858320236206e-02,-1.437759306281805038e-02,1.971465349197387695e-02,7.623710483312606812e-02
-2.898600883781909943e-02,-1.003717035055160522e-01,-3.340656310319900513e-02,3.359265625476837158e-02,-3.966892883181571960e-02,-6.319222599267959595e-02,2.537463046610355377e-02,3.175897896289825439e-02,-8.597877807915210724e-03
-1.258439663797616959e-02,-4.846888035535812378e-02,-4.289763048291206360e-02,-4.266499727964401245e-02,-9.354437142610549927e-02,-8.350022137165069580e-02,-1.739967428147792816e-02,-4.001824930310249329e-02,-3.526213765144348145e-02
-8.379122242331504822e-03,-1.036729570478200912e-02,-1.485739741474390030e-02,-1.733923330903053284e-03,-1.815347350202500820e-03,-8.082147687673568726e-03,-8.059913292527198792e-03,-8.084970526397228241e-03,-1.410022284835577011e-02
2.716428972780704498e-02,3.795930370688438416e-02,2.224193513393402100e-02,4.393039271235466003e-02,4.939240589737892151e-02,3.731340914964675903e-02,2.242916449904441833e-02,2.241608873009681702e-02,1.793914288282394409e-02
5.223964154720306396e-02,9.215985238552093506e-02,3.775134682655334473e-02,5.509479716420173645e-02,6.888039410114288330e-02,-1.340959873050451279e-02,3.605701401829719543e-02,1.126061938703060150e-02,8.992864750325679779e-03
-3.157046064734458923e-02,-7.723140995949506760e-03,2.240607142448425293e-02,-4.596218094229698181e-02,4.682179912924766541e-02,1.728978008031845093e-02,-2.580223046243190765e-02,2.523051947355270386e-02,-1.786638610064983368e-02
-2.366706263273954391e-03,-2.219434827566146851e-02,-2.802242524921894073e-02,-1.849008537828922272e-02,-4.089953005313873291e-02,-4.148447141051292419e-02,3.464368404820561409e-03,8.785351179540157318e-03,-9.794344194233417511e-03
-2.099544741213321686e-02,1.233433093875646591e-02,-2.474815119057893753e-04,1.574156992137432098e-02,5.942135676741600037e-02,-4.109532013535499573e-02,9.277552366256713867e-03,5.961194261908531189e-02,-1.065497007220983505e-02
1.019978988915681839e-02,1.936425827443599701e-02,-2.290282770991325378e-02,1.937700062990188599e-02,-2.197687141597270966e-02,-6.508480757474899292e-02,-1.962945424020290375e-02,-3.957329317927360535e-02,-2.169345505535602570e-02
8.651521988213062286e-03,1.360228750854730606e-02,1.765461638569831848e-03,3.074408043175935745e-03,2.204939723014831543e-03,-9.644446894526481628e-03,1.535814348608255386e-02,2.595057338476181030e-02,9.561820887029170990e-03
1.077144034206867218e-02,1.094938255846500397e-02,-5.976263806223869324e-02,6.319572776556015015e-02,4.099356383085250854e-02,-1.035670191049575806e-01,6.398936966434121132e-04,1.727435179054737091e-02,-5.537386238574981689e-02
-1.392109988955780864e-04,-7.029814273118972778e-02,-2.965242974460124969e-02,1.315589528530836105e-02,3.344454243779182434e-02,1.527003850787878036e-02,4.665495082736015320e-02,7.146709412336349487e-02,2.554579824209213257e-02
-4.276386275887489319e-02,-7.798370718955993652e-02,-6.026786565780639648e-02,-7.402554899454116821e-02,-1.364497840404510498e-01,-9.169329702854156494e-02,-2.159295044839382172e-02,-5.960896611213684082e-02,-4.210423305630683899e-02
2.715997630730271339e-03,3.505341336131095886e-02,2.208258956670761108e-02,2.600407786667346954e-02,8.387922495603561401e-02,4.905847460031509399e-02,-1.635977812111377716e-02,1.574345305562019348e-02,-7.838318124413490295e-04
-1.320115756243467331e-02,-1.415950525552034378e-02,3.736490849405527115e-03,1.268492732197046280e-02,4.679442569613456726e-02,2.882667817175388336e-02,3.184334188699722290e-02,5.002840235829353333e-02,2.323568798601627350e-02
1.180377788841724396e-02,1.734728366136550903e-02,5.793898832052946091e-03,-2.658912725746631622e-02,-4.402503836899995804e-03,-2.624288387596607208e-02,-2.618278143927454948e-03,-6.490828003734350204e-03,-2.471587620675563812e-02
6.225415505468845367e-03,5.432452633976936340e-02,2.257763221859931946e-02,-1.527405716478824615e-02,-1.582687720656394958e-02,-5.538136698305606842e-03,1.112998276948928833e-02,-5.979390814900398254e-02,-3.474715724587440491e-02
-8.953311294317245483e-02,-1.535932719707489014e-01,-1.064824685454368591e-01,-1.351786553859710693e-01,-2.381677627563476562e-01,-1.436663419008255005e-01,-7.528898119926452637e-02,-1.299460083246231079e-01,-6.486809998750686646e-02
-2.190294116735458374e-02,-3.231040015816688538e-02,-4.646632447838783264e-02,-2.411564067006111145e-02,-6.943573057651519775e-02,-9.496337175369262695e-02,-1.928063482046127319e-02,-7.868176698684692383e-02,-8.074303716421127319e-02
